[HEADER]
Gravity [m2/s]:	9.81
Area meas. section [m2]:	0.0120
GVF porthole distance [m]:	0.960
Density liquid [kg/m3]:	998
[DATA]
[s]	[HH:mm:ss]	[m3/h]	[m3/h]	[pct]	[ln/min]	[mbar]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[W]	[W]	[W]
time	wall_time	Q_tunnel_setp	Q_tunnel	S_pump_setp	Q_bubbles	Pdiff_GVF	T_TC_01	T_TC_02	T_TC_03	T_TC_04	T_TC_05	T_TC_06	T_TC_07	T_TC_08	T_TC_09	T_TC_10	T_TC_11	T_TC_12	T_ambient	T_inlet	T_outlet	T_chill_setp	T_chill	P_PSU_1	P_PSU_2	P_PSU_3
12.300	13:30:10.761	21.600	21.540	32.438	0.00	0.25	89.54	88.48	87.23	89.41	84.65	88.48	21.15	21.09	21.08	21.05	nan	nan	22.914	21.586	21.698	19.0	22.3	870.08	870.06	869.93
12.400	13:30:10.861	21.600	21.540	32.438	0.00	0.23	89.54	88.48	87.23	89.41	84.65	88.48	21.15	21.09	21.08	21.05	nan	nan	22.914	21.586	21.698	19.0	22.3	870.08	870.06	870.07
12.500	13:30:10.961	21.600	21.545	32.438	0.00	0.25	89.54	88.48	87.23	89.41	84.65	88.48	21.15	21.09	21.08	21.05	nan	nan	22.914	21.595	21.698	19.0	22.3	870.08	870.06	870.07
12.600	13:30:11.061	21.600	21.550	32.438	0.00	0.24	89.48	88.44	87.31	89.66	84.65	88.42	21.16	21.10	21.07	21.07	nan	nan	22.914	21.595	21.698	19.0	22.3	870.08	870.06	870.07
12.700	13:30:11.161	21.600	21.550	32.438	0.00	0.22	89.48	88.44	87.31	89.66	84.65	88.42	21.16	21.10	21.07	21.07	nan	nan	22.914	21.595	21.698	19.0	22.3	870.08	870.06	870.07
12.800	13:30:11.261	21.600	21.560	32.438	0.00	0.22	89.48	88.44	87.31	89.66	84.65	88.42	21.16	21.10	21.07	21.07	nan	nan	22.914	21.595	21.698	19.0	22.3	870.08	870.06	870.07
12.900	13:30:11.361	21.600	21.555	32.438	0.00	0.23	89.48	88.44	87.31	89.66	84.65	88.42	21.16	21.10	21.07	21.07	nan	nan	22.914	21.595	21.698	19.0	22.3	870.08	870.06	870.07
13.000	13:30:11.461	21.600	21.555	32.438	0.00	0.27	89.48	88.44	87.31	89.66	84.65	88.42	21.16	21.10	21.07	21.07	nan	nan	22.914	21.595	21.698	19.0	22.3	870.08	870.06	870.07
13.100	13:30:11.561	21.600	21.570	32.431	0.00	0.22	89.48	88.44	87.31	89.66	84.65	88.42	21.16	21.10	21.07	21.07	nan	nan	22.914	21.595	21.698	19.0	22.3	870.08	870.06	870.07
13.200	13:30:11.661	21.600	21.570	32.431	0.00	0.22	89.48	88.44	87.31	89.66	84.65	88.42	21.16	21.10	21.07	21.07	nan	nan	22.914	21.595	21.683	19.0	22.3	870.08	870.06	870.01
13.300	13:30:11.761	21.600	21.575	32.431	0.00	0.26	89.48	88.44	87.31	89.66	84.65	88.42	21.16	21.10	21.07	21.07	nan	nan	22.914	21.595	21.683	19.0	22.3	870.08	870.06	870.01
13.400	13:30:11.861	21.600	21.570	32.431	0.00	0.26	89.48	88.44	87.31	89.66	84.65	88.42	21.16	21.10	21.07	21.07	nan	nan	22.914	21.595	21.683	19.0	22.3	870.08	869.91	870.01
13.500	13:30:11.961	21.600	21.575	32.431	0.00	0.24	89.48	88.44	87.31	89.66	84.65	88.42	21.16	21.10	21.07	21.07	nan	nan	22.914	21.595	21.683	19.0	22.3	870.08	869.91	870.01
13.600	13:30:12.061	21.600	21.570	32.431	0.00	0.23	88.95	88.86	87.36	89.53	85.14	88.60	21.16	21.10	21.08	21.06	nan	nan	22.914	21.595	21.683	19.0	22.3	870.08	869.91	870.01
13.700	13:30:12.161	21.600	21.570	32.431	0.00	0.18	88.95	88.86	87.36	89.53	85.14	88.60	21.16	21.10	21.08	21.06	nan	nan	22.914	21.595	21.683	19.0	22.3	870.08	869.91	870.01
13.800	13:30:12.261	21.600	21.565	32.431	0.00	0.18	88.95	88.86	87.36	89.53	85.14	88.60	21.16	21.10	21.08	21.06	nan	nan	22.914	21.595	21.683	19.0	22.3	870.08	869.91	870.01
13.900	13:30:12.361	21.600	21.560	32.431	0.00	0.21	88.95	88.86	87.36	89.53	85.14	88.60	21.16	21.10	21.08	21.06	nan	nan	22.914	21.595	21.683	19.0	22.3	870.08	869.91	870.01
14.000	13:30:12.461	21.600	21.555	32.431	0.00	0.22	88.95	88.86	87.36	89.53	85.14	88.60	21.16	21.10	21.08	21.06	nan	nan	22.905	21.595	21.683	19.0	22.3	870.08	869.91	870.01
14.100	13:30:12.561	21.600	21.550	32.431	0.00	0.23	88.95	88.86	87.36	89.53	85.14	88.60	21.16	21.10	21.08	21.06	nan	nan	22.905	21.595	21.683	19.0	22.3	870.08	869.91	870.01
14.200	13:30:12.661	21.600	21.550	32.431	0.00	0.25	88.95	88.86	87.36	89.53	85.14	88.60	21.16	21.10	21.08	21.06	nan	nan	22.905	21.595	21.683	19.0	22.3	870.08	869.91	870.01
14.301	13:30:12.762	21.600	21.545	32.431	0.00	0.22	88.95	88.86	87.36	89.53	85.14	88.60	21.16	21.10	21.08	21.06	nan	nan	22.905	21.595	21.683	19.0	22.3	870.08	869.91	870.01
14.400	13:30:12.861	21.600	21.550	32.431	0.00	0.19	88.95	88.86	87.36	89.53	85.14	88.60	21.16	21.10	21.08	21.06	nan	nan	22.905	21.595	21.683	19.0	22.3	870.08	869.91	870.01
14.500	13:30:12.961	21.600	21.555	32.431	0.00	0.17	88.95	88.86	87.36	89.53	85.14	88.60	21.16	21.10	21.08	21.06	nan	nan	22.905	21.595	21.683	19.0	22.3	870.08	869.91	870.01
14.600	13:30:13.061	21.600	21.555	32.431	0.00	0.20	88.07	88.29	86.86	89.37	85.32	88.42	21.17	21.10	21.08	21.07	nan	nan	22.905	21.595	21.683	19.0	22.3	870.08	869.91	870.01
14.701	13:30:13.162	21.600	21.570	32.431	0.00	0.20	88.07	88.29	86.86	89.37	85.32	88.42	21.17	21.10	21.08	21.07	nan	nan	22.905	21.595	21.683	19.0	22.3	870.08	869.91	870.01
14.800	13:30:13.261	21.600	21.570	32.431	0.00	0.23	88.07	88.29	86.86	89.37	85.32	88.42	21.17	21.10	21.08	21.07	nan	nan	22.905	21.595	21.683	19.0	22.3	870.08	869.91	870.01
14.900	13:30:13.361	21.600	21.560	32.431	0.00	0.23	88.07	88.29	86.86	89.37	85.32	88.42	21.17	21.10	21.08	21.07	nan	nan	22.905	21.595	21.683	19.0	22.3	870.08	869.91	870.01
15.000	13:30:13.461	21.600	21.560	32.431	0.00	0.22	88.07	88.29	86.86	89.37	85.32	88.42	21.17	21.10	21.08	21.07	nan	nan	22.905	21.602	21.683	19.0	22.3	870.08	869.91	870.01
15.100	13:30:13.561	21.600	21.555	32.438	0.00	0.25	88.07	88.29	86.86	89.37	85.32	88.42	21.17	21.10	21.08	21.07	nan	nan	22.905	21.602	21.683	19.0	22.3	870.08	869.91	870.01
15.200	13:30:13.661	21.600	21.565	32.438	0.00	0.25	88.07	88.29	86.86	89.37	85.32	88.42	21.17	21.10	21.08	21.07	nan	nan	22.905	21.602	21.694	19.0	22.3	870.02	869.97	870.01
15.300	13:30:13.761	21.600	21.560	32.438	0.00	0.24	88.07	88.29	86.86	89.37	85.32	88.42	21.17	21.10	21.08	21.07	nan	nan	22.905	21.602	21.694	19.0	22.3	870.02	869.97	870.01
15.400	13:30:13.861	21.600	21.560	32.438	0.00	0.23	88.07	88.29	86.86	89.37	85.32	88.42	21.17	21.10	21.08	21.07	nan	nan	22.905	21.602	21.694	19.0	22.3	869.87	870.12	870.01
15.500	13:30:13.961	21.600	21.565	32.438	0.00	0.22	88.07	88.29	86.86	89.37	85.32	88.42	21.17	21.10	21.08	21.07	nan	nan	22.905	21.602	21.694	19.0	22.3	869.87	870.12	870.01
15.600	13:30:14.061	21.600	21.555	32.438	0.00	0.22	87.74	87.81	86.78	89.23	85.38	89.06	21.16	21.09	21.08	21.07	nan	nan	22.905	21.602	21.694	19.0	22.3	869.87	870.12	870.01
15.700	13:30:14.161	21.600	21.555	32.438	0.00	0.23	87.74	87.81	86.78	89.23	85.38	89.06	21.16	21.09	21.08	21.07	nan	nan	22.905	21.602	21.694	19.0	22.3	869.87	870.12	870.01
15.801	13:30:14.262	21.600	21.560	32.438	0.00	0.25	87.74	87.81	86.78	89.23	85.38	89.06	21.16	21.09	21.08	21.07	nan	nan	22.905	21.602	21.694	19.0	22.3	869.87	870.12	870.01
15.900	13:30:14.361	21.600	21.550	32.438	0.00	0.27	87.74	87.81	86.78	89.23	85.38	89.06	21.16	21.09	21.08	21.07	nan	nan	22.905	21.602	21.694	19.0	22.3	869.87	870.12	870.01
16.000	13:30:14.461	21.600	21.550	32.438	0.00	0.24	87.74	87.81	86.78	89.23	85.38	89.06	21.16	21.09	21.08	21.07	nan	nan	22.927	21.602	21.694	19.0	22.3	869.87	870.12	870.01
16.100	13:30:14.561	21.600	21.550	32.444	0.00	0.20	87.74	87.81	86.78	89.23	85.38	89.06	21.16	21.09	21.08	21.07	nan	nan	22.927	21.602	21.694	19.0	22.3	869.87	870.12	870.01
16.201	13:30:14.662	21.600	21.545	32.444	0.00	0.19	87.74	87.81	86.78	89.23	85.38	89.06	21.16	21.09	21.08	21.07	nan	nan	22.927	21.602	21.694	19.0	22.3	869.87	870.06	870.01
16.300	13:30:14.761	21.600	21.550	32.444	0.00	0.17	87.74	87.81	86.78	89.23	85.38	89.06	21.16	21.09	21.08	21.07	nan	nan	22.927	21.602	21.694	19.0	22.3	869.87	870.06	870.01
16.400	13:30:14.861	21.600	21.545	32.444	0.00	0.17	87.74	87.81	86.78	89.23	85.38	89.06	21.16	21.09	21.08	21.07	nan	nan	22.927	21.602	21.694	19.0	22.3	870.02	870.06	870.01
16.500	13:30:14.961	21.600	21.550	32.444	0.00	0.20	87.74	87.81	86.78	89.23	85.38	89.06	21.16	21.09	21.08	21.07	nan	nan	22.927	21.602	21.694	19.0	22.3	870.02	870.06	870.01
16.601	13:30:15.062	21.600	21.545	32.444	0.00	0.21	87.72	87.94	86.93	89.39	85.80	89.61	21.16	21.11	21.08	21.07	nan	nan	22.927	21.602	21.694	19.0	22.3	870.02	870.06	870.01
16.700	13:30:15.161	21.600	21.550	32.444	0.00	0.18	87.72	87.94	86.93	89.39	85.80	89.61	21.16	21.11	21.08	21.07	nan	nan	22.927	21.602	21.694	19.0	22.3	870.02	870.06	870.01
16.800	13:30:15.261	21.600	21.555	32.444	0.00	0.20	87.72	87.94	86.93	89.39	85.80	89.61	21.16	21.11	21.08	21.07	nan	nan	22.927	21.602	21.694	19.0	22.3	870.02	870.06	870.01
16.900	13:30:15.361	21.600	21.555	32.444	0.00	0.18	87.72	87.94	86.93	89.39	85.80	89.61	21.16	21.11	21.08	21.07	nan	nan	22.927	21.602	21.694	19.0	22.3	870.02	870.06	870.01
17.000	13:30:15.461	21.600	21.560	32.444	0.00	0.17	87.72	87.94	86.93	89.39	85.80	89.61	21.16	21.11	21.08	21.07	nan	nan	22.927	21.601	21.694	19.0	22.3	870.02	870.06	870.01
17.100	13:30:15.561	21.600	21.565	32.438	0.00	0.17	87.72	87.94	86.93	89.39	85.80	89.61	21.16	21.11	21.08	21.07	nan	nan	22.927	21.601	21.694	19.0	22.3	870.02	870.06	870.01
17.200	13:30:15.661	21.600	21.575	32.438	0.00	0.17	87.72	87.94	86.93	89.39	85.80	89.61	21.16	21.11	21.08	21.07	nan	nan	22.927	21.601	21.684	19.0	22.2	870.08	870.06	870.01
17.301	13:30:15.762	21.600	21.580	32.438	0.00	0.20	87.72	87.94	86.93	89.39	85.80	89.61	21.16	21.11	21.08	21.07	nan	nan	22.927	21.601	21.684	19.0	22.2	870.08	870.06	870.01
17.400	13:30:15.861	21.600	21.580	32.438	0.00	0.20	87.72	87.94	86.93	89.39	85.80	89.61	21.16	21.11	21.08	21.07	nan	nan	22.927	21.601	21.684	19.0	22.2	870.08	870.06	869.87
17.500	13:30:15.961	21.600	21.575	32.438	0.00	0.17	87.72	87.94	86.93	89.39	85.80	89.61	21.16	21.11	21.08	21.07	nan	nan	22.927	21.601	21.684	19.0	22.2	870.08	870.06	869.87
17.600	13:30:16.061	21.600	21.575	32.438	0.00	0.21	87.46	87.88	86.38	89.26	85.50	90.26	21.16	21.12	21.09	21.07	nan	nan	22.927	21.601	21.684	19.0	22.2	870.08	870.06	869.87
17.701	13:30:16.162	21.600	21.580	32.438	0.00	0.23	87.46	87.88	86.38	89.26	85.50	90.26	21.16	21.12	21.09	21.07	nan	nan	22.927	21.601	21.684	19.0	22.2	870.08	870.06	869.87
17.800	13:30:16.261	21.600	21.575	32.438	0.00	0.25	87.46	87.88	86.38	89.26	85.50	90.26	21.16	21.12	21.09	21.07	nan	nan	22.927	21.601	21.684	19.0	22.2	870.08	870.06	869.87
17.900	13:30:16.361	21.600	21.570	32.438	0.00	0.24	87.46	87.88	86.38	89.26	85.50	90.26	21.16	21.12	21.09	21.07	nan	nan	22.927	21.601	21.684	19.0	22.2	870.08	870.06	869.87
18.000	13:30:16.461	21.600	21.575	32.438	0.00	0.25	87.46	87.88	86.38	89.26	85.50	90.26	21.16	21.12	21.09	21.07	nan	nan	22.953	21.601	21.684	19.0	22.2	870.08	870.06	869.87
18.101	13:30:16.562	21.600	21.585	32.438	0.00	0.27	87.46	87.88	86.38	89.26	85.50	90.26	21.16	21.12	21.09	21.07	nan	nan	22.953	21.601	21.684	19.0	22.2	870.08	870.06	869.87
18.200	13:30:16.661	21.600	21.585	32.438	0.00	0.25	87.46	87.88	86.38	89.26	85.50	90.26	21.16	21.12	21.09	21.07	nan	nan	22.953	21.601	21.684	19.0	22.2	870.02	870.06	869.93
18.300	13:30:16.761	21.600	21.585	32.438	0.00	0.24	87.46	87.88	86.38	89.26	85.50	90.26	21.16	21.12	21.09	21.07	nan	nan	22.953	21.601	21.684	19.0	22.2	870.02	870.06	869.93
18.400	13:30:16.861	21.600	21.580	32.438	0.00	0.23	87.46	87.88	86.38	89.26	85.50	90.26	21.16	21.12	21.09	21.07	nan	nan	22.953	21.601	21.684	19.0	22.2	869.87	870.06	870.07
18.500	13:30:16.961	21.600	21.585	32.438	0.00	0.19	87.46	87.88	86.38	89.26	85.50	90.26	21.16	21.12	21.09	21.07	nan	nan	22.953	21.601	21.684	19.0	22.2	869.87	870.06	870.07
18.600	13:30:17.061	21.600	21.585	32.438	0.00	0.19	87.34	87.69	86.06	88.92	84.93	90.26	21.17	21.11	21.10	21.07	nan	nan	22.953	21.601	21.684	19.0	22.2	869.87	870.06	870.07
18.700	13:30:17.161	21.600	21.585	32.438	0.00	0.15	87.34	87.69	86.06	88.92	84.93	90.26	21.17	21.11	21.10	21.07	nan	nan	22.953	21.601	21.684	19.0	22.2	869.87	870.06	870.07
18.801	13:30:17.262	21.600	21.580	32.438	0.00	0.14	87.34	87.69	86.06	88.92	84.93	90.26	21.17	21.11	21.10	21.07	nan	nan	22.953	21.601	21.684	19.0	22.2	869.87	870.06	870.07
18.900	13:30:17.361	21.600	21.570	32.438	0.00	0.13	87.34	87.69	86.06	88.92	84.93	90.26	21.17	21.11	21.10	21.07	nan	nan	22.953	21.601	21.684	19.0	22.2	869.87	870.06	870.07
19.000	13:30:17.461	21.600	21.580	32.438	0.00	0.16	87.34	87.69	86.06	88.92	84.93	90.26	21.17	21.11	21.10	21.07	nan	nan	22.953	21.605	21.684	19.0	22.2	869.87	870.06	870.07
19.100	13:30:17.561	21.600	21.570	32.438	0.00	0.20	87.34	87.69	86.06	88.92	84.93	90.26	21.17	21.11	21.10	21.07	nan	nan	22.953	21.605	21.684	19.0	22.2	869.87	870.06	870.07
19.201	13:30:17.662	21.600	21.550	32.438	0.00	0.23	87.34	87.69	86.06	88.92	84.93	90.26	21.17	21.11	21.10	21.07	nan	nan	22.953	21.605	21.703	19.0	22.2	869.94	870.06	870.01
19.300	13:30:17.761	21.600	21.550	32.438	0.00	0.23	87.34	87.69	86.06	88.92	84.93	90.26	21.17	21.11	21.10	21.07	nan	nan	22.953	21.605	21.703	19.0	22.2	869.94	870.06	870.01
19.400	13:30:17.861	21.600	21.545	32.438	0.00	0.20	87.34	87.69	86.06	88.92	84.93	90.26	21.17	21.11	21.10	21.07	nan	nan	22.953	21.605	21.703	19.0	22.2	870.08	870.06	869.87
19.500	13:30:17.961	21.600	21.550	32.438	0.00	0.19	87.34	87.69	86.06	88.92	84.93	90.26	21.17	21.11	21.10	21.07	nan	nan	22.953	21.605	21.703	19.0	22.2	870.08	870.06	869.87
19.601	13:30:18.062	21.600	21.545	32.438	0.00	0.16	87.67	87.26	86.24	88.54	85.08	90.22	21.17	21.10	21.08	21.07	nan	nan	22.953	21.605	21.703	19.0	22.2	870.08	870.06	869.87
19.700	13:30:18.161	21.600	21.550	32.438	0.00	0.20	87.67	87.26	86.24	88.54	85.08	90.22	21.17	21.10	21.08	21.07	nan	nan	22.953	21.605	21.703	19.0	22.2	870.08	870.06	869.87
19.800	13:30:18.261	21.600	21.550	32.438	0.00	0.21	87.67	87.26	86.24	88.54	85.08	90.22	21.17	21.10	21.08	21.07	nan	nan	22.953	21.605	21.703	19.0	22.2	870.08	870.06	869.87
19.901	13:30:18.362	21.600	21.550	32.438	0.00	0.21	87.67	87.26	86.24	88.54	85.08	90.22	21.17	21.10	21.08	21.07	nan	nan	22.953	21.605	21.703	19.0	22.2	870.08	870.06	869.87
20.001	13:30:18.462	21.600	21.550	32.438	0.00	0.21	87.67	87.26	86.24	88.54	85.08	90.22	21.17	21.10	21.08	21.07	nan	nan	22.973	21.605	21.703	19.0	22.2	870.08	870.06	869.87
20.100	13:30:18.561	21.600	21.550	32.450	0.00	0.21	87.67	87.26	86.24	88.54	85.08	90.22	21.17	21.10	21.08	21.07	nan	nan	22.973	21.605	21.703	19.0	22.2	870.08	870.06	869.87
20.200	13:30:18.661	21.600	21.550	32.450	0.00	0.22	87.67	87.26	86.24	88.54	85.08	90.22	21.17	21.10	21.08	21.07	nan	nan	22.973	21.605	21.703	19.0	22.2	870.02	870.00	869.93
20.301	13:30:18.762	21.600	21.545	32.450	0.00	0.25	87.67	87.26	86.24	88.54	85.08	90.22	21.17	21.10	21.08	21.07	nan	nan	22.973	21.605	21.703	19.0	22.2	870.02	870.00	869.93
20.400	13:30:18.861	21.600	21.545	32.450	0.00	0.27	87.67	87.26	86.24	88.54	85.08	90.22	21.17	21.10	21.08	21.07	nan	nan	22.973	21.605	21.703	19.0	22.2	869.87	869.85	869.93
20.500	13:30:18.961	21.600	21.545	32.450	0.00	0.25	87.67	87.26	86.24	88.54	85.08	90.22	21.17	21.10	21.08	21.07	nan	nan	22.973	21.605	21.703	19.0	22.2	869.87	869.85	869.93
20.600	13:30:19.061	21.600	21.545	32.450	0.00	0.27	88.25	87.47	86.32	88.47	85.11	90.20	21.17	21.10	21.09	21.07	nan	nan	22.973	21.605	21.703	19.0	22.2	869.87	869.85	869.93
20.701	13:30:19.162	21.600	21.545	32.450	0.00	0.25	88.25	87.47	86.32	88.47	85.11	90.20	21.17	21.10	21.09	21.07	nan	nan	22.973	21.605	21.703	19.0	22.2	869.87	869.85	869.93
20.800	13:30:19.261	21.600	21.535	32.450	0.00	0.27	88.25	87.47	86.32	88.47	85.11	90.20	21.17	21.10	21.09	21.07	nan	nan	22.973	21.605	21.703	19.0	22.2	869.87	869.85	869.93
20.900	13:30:19.361	21.600	21.535	32.450	0.00	0.28	88.25	87.47	86.32	88.47	85.11	90.20	21.17	21.10	21.09	21.07	nan	nan	22.973	21.605	21.703	19.0	22.2	869.87	869.85	869.93
21.000	13:30:19.461	21.600	21.540	32.450	0.00	0.31	88.25	87.47	86.32	88.47	85.11	90.20	21.17	21.10	21.09	21.07	nan	nan	22.973	21.591	21.703	19.0	22.2	869.87	869.85	869.93
21.101	13:30:19.562	21.600	21.540	32.456	0.00	0.29	88.25	87.47	86.32	88.47	85.11	90.20	21.17	21.10	21.09	21.07	nan	nan	22.973	21.591	21.703	19.0	22.2	869.87	869.85	869.93
21.200	13:30:19.661	21.600	21.540	32.456	0.00	0.27	88.25	87.47	86.32	88.47	85.11	90.20	21.17	21.10	21.09	21.07	nan	nan	22.973	21.591	21.694	19.0	22.2	869.94	869.91	869.93
21.300	13:30:19.761	21.600	21.540	32.456	0.00	0.27	88.25	87.47	86.32	88.47	85.11	90.20	21.17	21.10	21.09	21.07	nan	nan	22.973	21.591	21.694	19.0	22.2	869.94	869.91	869.93
21.400	13:30:19.861	21.600	21.540	32.456	0.00	0.27	88.25	87.47	86.32	88.47	85.11	90.20	21.17	21.10	21.09	21.07	nan	nan	22.973	21.591	21.694	19.0	22.2	869.94	870.06	870.07
21.500	13:30:19.961	21.600	21.540	32.456	0.00	0.28	88.25	87.47	86.32	88.47	85.11	90.20	21.17	21.10	21.09	21.07	nan	nan	22.973	21.591	21.694	19.0	22.2	869.94	870.06	870.07
21.600	13:30:20.061	21.600	21.540	32.456	0.00	0.27	88.57	87.67	85.97	88.61	85.04	90.63	21.18	21.11	21.10	21.07	nan	nan	22.973	21.591	21.694	19.0	22.2	869.94	870.06	870.07
21.700	13:30:20.161	21.600	21.535	32.456	0.00	0.27	88.57	87.67	85.97	88.61	85.04	90.63	21.18	21.11	21.10	21.07	nan	nan	22.973	21.591	21.694	19.0	22.2	869.94	870.06	870.07
21.801	13:30:20.262	21.600	21.535	32.456	0.00	0.24	88.57	87.67	85.97	88.61	85.04	90.63	21.18	21.11	21.10	21.07	nan	nan	22.973	21.591	21.694	19.0	22.2	869.94	870.06	870.07
21.900	13:30:20.361	21.600	21.530	32.456	0.00	0.24	88.57	87.67	85.97	88.61	85.04	90.63	21.18	21.11	21.10	21.07	nan	nan	22.973	21.591	21.694	19.0	22.2	869.94	870.06	870.07
22.000	13:30:20.461	21.600	21.535	32.456	0.00	0.27	88.57	87.67	85.97	88.61	85.04	90.63	21.18	21.11	21.10	21.07	nan	nan	22.998	21.591	21.694	19.0	22.2	869.94	870.06	870.07
22.100	13:30:20.561	21.600	21.535	32.456	0.00	0.26	88.57	87.67	85.97	88.61	85.04	90.63	21.18	21.11	21.10	21.07	nan	nan	22.998	21.591	21.694	19.0	22.2	869.94	870.06	870.07
22.201	13:30:20.662	21.600	21.535	32.456	0.00	0.26	88.57	87.67	85.97	88.61	85.04	90.63	21.18	21.11	21.10	21.07	nan	nan	22.998	21.591	21.694	19.0	22.2	869.87	870.06	870.07
22.300	13:30:20.761	21.600	21.535	32.456	0.00	0.26	88.57	87.67	85.97	88.61	85.04	90.63	21.18	21.11	21.10	21.07	nan	nan	22.998	21.591	21.694	19.0	22.2	869.87	870.06	870.07
22.400	13:30:20.861	21.600	21.535	32.456	0.00	0.25	88.57	87.67	85.97	88.61	85.04	90.63	21.18	21.11	21.10	21.07	nan	nan	22.998	21.591	21.694	19.0	22.2	869.87	870.06	870.07
22.500	13:30:20.961	21.600	21.535	32.456	0.00	0.24	88.57	87.67	85.97	88.61	85.04	90.63	21.18	21.11	21.10	21.07	nan	nan	22.998	21.591	21.694	19.0	22.2	869.87	870.06	870.07
22.601	13:30:21.062	21.600	21.535	32.456	0.00	0.26	88.60	87.75	86.14	88.56	85.45	90.76	21.18	21.12	21.10	21.07	nan	nan	22.998	21.591	21.694	19.0	22.2	869.87	870.06	870.07
22.700	13:30:21.161	21.600	21.530	32.456	0.00	0.26	88.60	87.75	86.14	88.56	85.45	90.76	21.18	21.12	21.10	21.07	nan	nan	22.998	21.591	21.694	19.0	22.2	869.87	870.06	870.07
22.800	13:30:21.261	21.600	21.530	32.456	0.00	0.26	88.60	87.75	86.14	88.56	85.45	90.76	21.18	21.12	21.10	21.07	nan	nan	22.998	21.591	21.694	19.0	22.2	869.87	870.06	870.07
22.901	13:30:21.362	21.600	21.530	32.456	0.00	0.22	88.60	87.75	86.14	88.56	85.45	90.76	21.18	21.12	21.10	21.07	nan	nan	22.998	21.591	21.694	19.0	22.2	869.87	870.06	870.07
23.001	13:30:21.462	21.600	21.535	32.456	0.00	0.23	88.60	87.75	86.14	88.56	85.45	90.76	21.18	21.12	21.10	21.07	nan	nan	22.998	21.615	21.694	19.0	22.2	869.87	870.06	870.07
23.100	13:30:21.561	21.600	21.535	32.463	0.00	0.27	88.60	87.75	86.14	88.56	85.45	90.76	21.18	21.12	21.10	21.07	nan	nan	22.998	21.615	21.694	19.0	22.2	869.87	870.06	870.07
23.200	13:30:21.661	21.600	21.535	32.463	0.00	0.27	88.60	87.75	86.14	88.56	85.45	90.76	21.18	21.12	21.10	21.07	nan	nan	22.998	21.615	21.694	19.0	22.1	870.00	870.00	870.01
23.301	13:30:21.762	21.600	21.540	32.463	0.00	0.29	88.60	87.75	86.14	88.56	85.45	90.76	21.18	21.12	21.10	21.07	nan	nan	22.998	21.615	21.697	19.0	22.1	870.00	870.00	870.01
23.400	13:30:21.861	21.600	21.545	32.463	0.00	0.26	88.60	87.75	86.14	88.56	85.45	90.76	21.18	21.12	21.10	21.07	nan	nan	22.998	21.615	21.697	19.0	22.1	870.14	869.85	869.87
23.500	13:30:21.961	21.600	21.545	32.463	0.00	0.27	88.60	87.75	86.14	88.56	85.45	90.76	21.18	21.12	21.10	21.07	nan	nan	22.998	21.615	21.697	19.0	22.1	870.14	869.85	869.87
23.600	13:30:22.061	21.600	21.545	32.463	0.00	0.30	88.62	87.55	86.32	88.73	85.40	90.73	21.18	21.12	21.10	21.07	nan	nan	22.998	21.615	21.697	19.0	22.1	870.14	869.85	869.87
23.701	13:30:22.162	21.600	21.545	32.463	0.00	0.31	88.62	87.55	86.32	88.73	85.40	90.73	21.18	21.12	21.10	21.07	nan	nan	22.998	21.615	21.697	19.0	22.1	870.14	869.85	869.87
23.800	13:30:22.261	21.600	21.540	32.463	0.00	0.31	88.62	87.55	86.32	88.73	85.40	90.73	21.18	21.12	21.10	21.07	nan	nan	22.998	21.615	21.697	19.0	22.1	870.14	869.85	869.87
23.900	13:30:22.361	21.600	21.535	32.463	0.00	0.31	88.62	87.55	86.32	88.73	85.40	90.73	21.18	21.12	21.10	21.07	nan	nan	22.998	21.615	21.697	19.0	22.1	870.14	869.85	869.87
24.000	13:30:22.461	21.600	21.530	32.463	0.00	0.29	88.62	87.55	86.32	88.73	85.40	90.73	21.18	21.12	21.10	21.07	nan	nan	23.039	21.615	21.697	19.0	22.1	870.14	869.85	869.87
24.101	13:30:22.562	21.600	21.525	32.469	0.00	0.29	88.62	87.55	86.32	88.73	85.40	90.73	21.18	21.12	21.10	21.07	nan	nan	23.039	21.615	21.697	19.0	22.1	870.14	869.85	869.87
24.200	13:30:22.661	21.600	21.520	32.469	0.00	0.28	88.62	87.55	86.32	88.73	85.40	90.73	21.18	21.12	21.10	21.07	nan	nan	23.039	21.615	21.697	19.0	22.1	870.08	869.91	869.93
24.300	13:30:22.761	21.600	21.520	32.469	0.00	0.30	88.62	87.55	86.32	88.73	85.40	90.73	21.18	21.12	21.10	21.07	nan	nan	23.039	21.615	21.697	19.0	22.1	870.08	869.91	870.07
24.400	13:30:22.861	21.600	21.525	32.469	0.00	0.29	88.62	87.55	86.32	88.73	85.40	90.73	21.18	21.12	21.10	21.07	nan	nan	23.039	21.615	21.697	19.0	22.1	870.08	869.91	870.07
24.500	13:30:22.961	21.600	21.530	32.469	0.00	0.29	88.62	87.55	86.32	88.73	85.40	90.73	21.18	21.12	21.10	21.07	nan	nan	23.039	21.615	21.697	19.0	22.1	870.08	869.91	870.07
