[HEADER]
Gravity [m2/s]:	9.81
Area meas. section [m2]:	0.0120
GVF porthole distance [m]:	0.960
Density liquid [kg/m3]:	998
[DATA]
[s]	[HH:mm:ss]	[m3/h]	[m3/h]	[pct]	[ln/min]	[mbar]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[deg_C]	[W]	[W]	[W]
time	wall_time	Q_tunnel_setp	Q_tunnel	S_pump_setp	Q_bubbles	Pdiff_GVF	T_TC_01	T_TC_02	T_TC_03	T_TC_04	T_TC_05	T_TC_06	T_TC_07	T_TC_08	T_TC_09	T_TC_10	T_TC_11	T_TC_12	T_ambient	T_inlet	T_outlet	T_chill_setp	T_chill	P_PSU_1	P_PSU_2	P_PSU_3
901.409	13:44:59.870	21.600	21.555	32.569	0.00	0.23	87.26	87.46	86.59	88.32	84.49	89.90	21.21	21.20	21.16	21.08	nan	nan	22.696	21.621	21.744	19.0	19.0	870.06	870.10	870.08
901.509	13:44:59.970	21.600	21.570	32.569	0.00	0.24	87.26	87.46	86.59	88.32	84.49	89.90	21.21	21.20	21.16	21.08	nan	nan	22.696	21.621	21.744	19.0	19.0	870.06	869.95	870.08
901.609	13:45:00.070	21.600	21.560	32.569	0.00	0.24	87.33	87.80	86.81	88.48	84.65	89.84	21.21	21.20	21.15	21.08	nan	nan	22.696	21.621	21.744	19.0	19.0	870.06	869.95	870.08
901.709	13:45:00.170	21.600	21.560	32.569	0.00	0.22	87.33	87.80	86.81	88.48	84.65	89.84	21.21	21.20	21.15	21.08	nan	nan	22.696	21.621	21.744	19.0	19.0	870.06	869.95	870.08
901.809	13:45:00.270	21.600	21.555	32.569	0.00	0.23	87.33	87.80	86.81	88.48	84.65	89.84	21.21	21.20	21.15	21.08	nan	nan	22.696	21.621	21.744	19.0	19.0	870.06	869.95	870.08
901.909	13:45:00.370	21.600	21.550	32.569	0.00	0.22	87.33	87.80	86.81	88.48	84.65	89.84	21.21	21.20	21.15	21.08	nan	nan	22.696	21.621	21.744	19.0	19.0	870.06	869.95	870.08
902.009	13:45:00.470	21.600	21.555	32.569	0.00	0.22	87.33	87.80	86.81	88.48	84.65	89.84	21.21	21.20	21.15	21.08	nan	nan	22.692	21.621	21.744	19.0	19.0	870.06	869.95	870.08
902.108	13:45:00.569	21.600	21.555	32.569	0.00	0.21	87.33	87.80	86.81	88.48	84.65	89.84	21.21	21.20	21.15	21.08	nan	nan	22.692	21.621	21.744	19.0	19.0	870.06	869.95	870.08
902.209	13:45:00.670	21.600	21.555	32.569	0.00	0.20	87.33	87.80	86.81	88.48	84.65	89.84	21.21	21.20	21.15	21.08	nan	nan	22.692	21.621	21.744	19.0	19.0	869.94	869.95	870.08
902.309	13:45:00.770	21.600	21.560	32.569	0.00	0.16	87.33	87.80	86.81	88.48	84.65	89.84	21.21	21.20	21.15	21.08	nan	nan	22.692	21.621	21.744	19.0	19.0	869.94	869.95	870.08
902.409	13:45:00.870	21.600	21.570	32.569	0.00	0.17	87.33	87.80	86.81	88.48	84.65	89.84	21.21	21.20	21.15	21.08	nan	nan	22.692	21.621	21.744	19.0	19.0	869.94	869.95	869.94
902.509	13:45:00.970	21.600	21.570	32.569	0.00	0.18	87.33	87.80	86.81	88.48	84.65	89.84	21.21	21.20	21.15	21.08	nan	nan	22.692	21.621	21.744	19.0	19.0	869.94	869.95	869.94
902.609	13:45:01.070	21.600	21.570	32.569	0.00	0.16	87.29	87.23	86.75	88.08	84.40	90.14	21.22	21.21	21.16	21.09	nan	nan	22.692	21.621	21.744	19.0	19.0	869.94	869.95	869.94
902.709	13:45:01.170	21.600	21.570	32.569	0.00	0.15	87.29	87.23	86.75	88.08	84.40	90.14	21.22	21.21	21.16	21.09	nan	nan	22.692	21.621	21.744	19.0	19.0	869.94	869.95	869.94
902.809	13:45:01.270	21.600	21.570	32.569	0.00	0.14	87.29	87.23	86.75	88.08	84.40	90.14	21.22	21.21	21.16	21.09	nan	nan	22.692	21.621	21.744	19.0	19.0	869.94	869.95	869.94
902.909	13:45:01.370	21.600	21.570	32.569	0.00	0.12	87.29	87.23	86.75	88.08	84.40	90.14	21.22	21.21	21.16	21.09	nan	nan	22.692	21.621	21.744	19.0	19.0	869.94	869.95	869.94
903.009	13:45:01.470	21.600	21.570	32.569	0.00	0.07	87.29	87.23	86.75	88.08	84.40	90.14	21.22	21.21	21.16	21.09	nan	nan	22.692	21.611	21.744	19.0	19.0	869.94	869.95	869.94
903.109	13:45:01.570	21.600	21.580	32.569	0.00	0.07	87.29	87.23	86.75	88.08	84.40	90.14	21.22	21.21	21.16	21.09	nan	nan	22.692	21.611	21.744	19.0	19.0	869.94	869.95	869.94
903.209	13:45:01.670	21.600	21.580	32.569	0.00	0.09	87.29	87.23	86.75	88.08	84.40	90.14	21.22	21.21	21.16	21.09	nan	nan	22.692	21.611	21.744	19.0	19.0	870.06	869.95	869.94
903.309	13:45:01.770	21.600	21.585	32.569	0.00	0.11	87.29	87.23	86.75	88.08	84.40	90.14	21.22	21.21	21.16	21.09	nan	nan	22.692	21.611	21.744	19.0	19.0	870.06	869.95	869.94
903.409	13:45:01.870	21.600	21.585	32.569	0.00	0.13	87.29	87.23	86.75	88.08	84.40	90.14	21.22	21.21	21.16	21.09	nan	nan	22.692	21.611	21.744	19.0	19.0	870.06	869.95	869.94
903.509	13:45:01.970	21.600	21.590	32.569	0.00	0.15	87.29	87.23	86.75	88.08	84.40	90.14	21.22	21.21	21.16	21.09	nan	nan	22.692	21.611	21.744	19.0	19.0	870.06	869.95	869.94
903.609	13:45:02.070	21.600	21.590	32.569	0.00	0.16	87.34	87.35	86.76	87.97	83.61	90.30	21.22	21.20	21.15	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.06	869.95	869.94
903.709	13:45:02.170	21.600	21.595	32.569	0.00	0.16	87.34	87.35	86.76	87.97	83.61	90.30	21.22	21.20	21.15	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.06	869.95	869.94
903.809	13:45:02.270	21.600	21.605	32.556	0.00	0.19	87.34	87.35	86.76	87.97	83.61	90.30	21.22	21.20	21.15	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.06	869.95	869.94
903.909	13:45:02.370	21.600	21.605	32.556	0.00	0.20	87.34	87.35	86.76	87.97	83.61	90.30	21.22	21.20	21.15	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.06	869.95	869.94
904.009	13:45:02.470	21.600	21.610	32.556	0.00	0.23	87.34	87.35	86.76	87.97	83.61	90.30	21.22	21.20	21.15	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.06	869.95	869.94
904.109	13:45:02.570	21.600	21.610	32.556	0.00	0.23	87.34	87.35	86.76	87.97	83.61	90.30	21.22	21.20	21.15	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.06	869.95	869.94
904.209	13:45:02.670	21.600	21.615	32.556	0.00	0.21	87.34	87.35	86.76	87.97	83.61	90.30	21.22	21.20	21.15	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.00	870.01	869.94
904.309	13:45:02.770	21.600	21.620	32.556	0.00	0.25	87.34	87.35	86.76	87.97	83.61	90.30	21.22	21.20	21.15	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.00	870.01	869.94
904.409	13:45:02.870	21.600	21.625	32.556	0.00	0.24	87.34	87.35	86.76	87.97	83.61	90.30	21.22	21.20	21.15	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.00	870.01	869.94
904.509	13:45:02.970	21.600	21.630	32.556	0.00	0.25	87.34	87.35	86.76	87.97	83.61	90.30	21.22	21.20	21.15	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.00	870.01	869.94
904.609	13:45:03.070	21.600	21.630	32.556	0.00	0.25	87.56	87.32	86.69	88.18	83.02	90.83	21.22	21.20	21.16	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.00	870.01	869.94
904.709	13:45:03.170	21.600	21.630	32.556	0.00	0.24	87.56	87.32	86.69	88.18	83.02	90.83	21.22	21.20	21.16	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.00	870.01	869.94
904.809	13:45:03.270	21.600	21.630	32.550	0.00	0.25	87.56	87.32	86.69	88.18	83.02	90.83	21.22	21.20	21.16	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.00	870.01	869.94
904.909	13:45:03.370	21.600	21.630	32.550	0.00	0.26	87.56	87.32	86.69	88.18	83.02	90.83	21.22	21.20	21.16	21.10	nan	nan	22.692	21.611	21.744	19.0	19.0	870.00	870.01	869.94
905.009	13:45:03.470	21.600	21.630	32.550	0.00	0.25	87.56	87.32	86.69	88.18	83.02	90.83	21.22	21.20	21.16	21.10	nan	nan	22.692	21.614	21.744	19.0	19.0	870.00	870.01	869.94
905.109	13:45:03.570	21.600	21.635	32.550	0.00	0.23	87.56	87.32	86.69	88.18	83.02	90.83	21.22	21.20	21.16	21.10	nan	nan	22.692	21.614	21.744	19.0	19.0	870.00	870.01	869.94
905.209	13:45:03.670	21.600	21.640	32.550	0.00	0.20	87.56	87.32	86.69	88.18	83.02	90.83	21.22	21.20	21.16	21.10	nan	nan	22.692	21.614	21.744	19.0	19.0	870.00	870.01	869.94
905.309	13:45:03.770	21.600	21.645	32.550	0.00	0.21	87.56	87.32	86.69	88.18	83.02	90.83	21.22	21.20	21.16	21.10	nan	nan	22.692	21.614	21.744	19.0	19.0	870.00	870.01	869.94
905.409	13:45:03.870	21.600	21.650	32.550	0.00	0.20	87.56	87.32	86.69	88.18	83.02	90.83	21.22	21.20	21.16	21.10	nan	nan	22.692	21.614	21.722	19.0	19.0	870.00	870.01	869.94
905.508	13:45:03.969	21.600	21.655	32.550	0.00	0.22	87.56	87.32	86.69	88.18	83.02	90.83	21.22	21.20	21.16	21.10	nan	nan	22.692	21.614	21.722	19.0	19.0	870.00	870.01	869.94
905.609	13:45:04.070	21.600	21.655	32.550	0.00	0.24	88.07	87.47	86.80	88.56	83.20	91.16	21.22	21.20	21.15	21.07	nan	nan	22.692	21.614	21.722	19.0	19.0	870.00	870.01	869.94
905.709	13:45:04.170	21.600	21.650	32.550	0.00	0.23	88.07	87.47	86.80	88.56	83.20	91.16	21.22	21.20	21.15	21.07	nan	nan	22.692	21.614	21.722	19.0	19.0	870.00	870.01	869.94
905.809	13:45:04.270	21.600	21.655	32.537	0.00	0.25	88.07	87.47	86.80	88.56	83.20	91.16	21.22	21.20	21.15	21.07	nan	nan	22.692	21.614	21.722	19.0	19.0	870.00	870.01	869.94
905.909	13:45:04.370	21.600	21.660	32.537	0.00	0.25	88.07	87.47	86.80	88.56	83.20	91.16	21.22	21.20	21.15	21.07	nan	nan	22.692	21.614	21.722	19.0	19.0	870.00	870.01	869.94
906.009	13:45:04.470	21.600	21.655	32.537	0.00	0.24	88.07	87.47	86.80	88.56	83.20	91.16	21.22	21.20	21.15	21.07	nan	nan	22.700	21.614	21.722	19.0	19.0	870.00	870.01	869.94
906.109	13:45:04.570	21.600	21.660	32.537	0.00	0.26	88.07	87.47	86.80	88.56	83.20	91.16	21.22	21.20	21.15	21.07	nan	nan	22.700	21.614	21.722	19.0	19.0	870.00	870.01	869.94
906.209	13:45:04.670	21.600	21.660	32.537	0.00	0.26	88.07	87.47	86.80	88.56	83.20	91.16	21.22	21.20	21.15	21.07	nan	nan	22.700	21.614	21.722	19.0	19.0	870.00	870.01	870.00
906.309	13:45:04.770	21.600	21.665	32.537	0.00	0.25	88.07	87.47	86.80	88.56	83.20	91.16	21.22	21.20	21.15	21.07	nan	nan	22.700	21.614	21.722	19.0	19.0	870.00	869.95	870.00
906.409	13:45:04.870	21.600	21.665	32.537	0.00	0.23	88.07	87.47	86.80	88.56	83.20	91.16	21.22	21.20	21.15	21.07	nan	nan	22.700	21.614	21.722	19.0	19.0	870.00	869.95	870.00
906.509	13:45:04.970	21.600	21.670	32.537	0.00	0.25	88.07	87.47	86.80	88.56	83.20	91.16	21.22	21.20	21.15	21.07	nan	nan	22.700	21.614	21.722	19.0	19.0	870.00	869.95	870.00
906.609	13:45:05.070	21.600	21.670	32.537	0.00	0.22	88.35	87.82	86.93	88.97	83.38	90.83	21.22	21.20	21.15	21.09	nan	nan	22.700	21.614	21.722	19.0	19.0	870.00	869.95	870.00
906.709	13:45:05.170	21.600	21.670	32.537	0.00	0.23	88.35	87.82	86.93	88.97	83.38	90.83	21.22	21.20	21.15	21.09	nan	nan	22.700	21.614	21.722	19.0	19.0	870.00	869.95	870.00
906.809	13:45:05.270	21.600	21.660	32.531	0.00	0.24	88.35	87.82	86.93	88.97	83.38	90.83	21.22	21.20	21.15	21.09	nan	nan	22.700	21.614	21.722	19.0	19.0	870.00	869.95	870.00
906.909	13:45:05.370	21.600	21.670	32.531	0.00	0.26	88.35	87.82	86.93	88.97	83.38	90.83	21.22	21.20	21.15	21.09	nan	nan	22.700	21.614	21.722	19.0	19.0	870.00	869.95	870.00
907.009	13:45:05.470	21.600	21.665	32.531	0.00	0.26	88.35	87.82	86.93	88.97	83.38	90.83	21.22	21.20	21.15	21.09	nan	nan	22.700	21.615	21.722	19.0	19.0	870.00	869.95	870.00
907.109	13:45:05.570	21.600	21.665	32.531	0.00	0.26	88.35	87.82	86.93	88.97	83.38	90.83	21.22	21.20	21.15	21.09	nan	nan	22.700	21.615	21.722	19.0	19.0	870.00	869.95	870.00
907.209	13:45:05.670	21.600	21.670	32.531	0.00	0.25	88.35	87.82	86.93	88.97	83.38	90.83	21.22	21.20	21.15	21.09	nan	nan	22.700	21.615	21.722	19.0	19.0	870.06	869.95	870.00
907.309	13:45:05.770	21.600	21.670	32.531	0.00	0.28	88.35	87.82	86.93	88.97	83.38	90.83	21.22	21.20	21.15	21.09	nan	nan	22.700	21.615	21.722	19.0	19.0	870.06	870.01	870.00
907.409	13:45:05.870	21.600	21.660	32.531	0.00	0.27	88.35	87.82	86.93	88.97	83.38	90.83	21.22	21.20	21.15	21.09	nan	nan	22.700	21.615	21.720	19.0	19.0	870.06	870.01	870.00
907.509	13:45:05.970	21.600	21.665	32.531	0.00	0.26	88.35	87.82	86.93	88.97	83.38	90.83	21.22	21.20	21.15	21.09	nan	nan	22.700	21.615	21.720	19.0	19.0	870.06	870.01	870.00
907.609	13:45:06.070	21.600	21.670	32.531	0.00	0.24	88.60	87.96	87.12	88.85	83.43	90.53	21.20	21.19	21.15	21.08	nan	nan	22.700	21.615	21.720	19.0	19.0	870.06	870.01	870.00
907.709	13:45:06.170	21.600	21.685	32.531	0.00	0.23	88.60	87.96	87.12	88.85	83.43	90.53	21.20	21.19	21.15	21.08	nan	nan	22.700	21.615	21.720	19.0	19.0	870.06	870.01	870.00
907.809	13:45:06.270	21.600	21.690	32.519	0.00	0.21	88.60	87.96	87.12	88.85	83.43	90.53	21.20	21.19	21.15	21.08	nan	nan	22.700	21.615	21.720	19.0	19.0	870.06	870.01	870.00
907.909	13:45:06.370	21.600	21.690	32.519	0.00	0.22	88.60	87.96	87.12	88.85	83.43	90.53	21.20	21.19	21.15	21.08	nan	nan	22.700	21.615	21.720	19.0	19.0	870.06	870.01	870.00
908.011	13:45:06.472	21.600	21.690	32.519	0.00	0.23	88.60	87.96	87.12	88.85	83.43	90.53	21.20	21.19	21.15	21.08	nan	nan	22.720	21.615	21.720	19.0	19.0	870.06	870.01	870.00
908.109	13:45:06.570	21.600	21.695	32.519	0.00	0.22	88.60	87.96	87.12	88.85	83.43	90.53	21.20	21.19	21.15	21.08	nan	nan	22.720	21.615	21.720	19.0	19.0	870.06	870.01	870.00
908.209	13:45:06.670	21.600	21.685	32.519	0.00	0.23	88.60	87.96	87.12	88.85	83.43	90.53	21.20	21.19	21.15	21.08	nan	nan	22.720	21.615	21.720	19.0	19.0	869.94	870.01	870.00
908.309	13:45:06.770	21.600	21.690	32.519	0.00	0.26	88.60	87.96	87.12	88.85	83.43	90.53	21.20	21.19	21.15	21.08	nan	nan	22.720	21.615	21.720	19.0	19.0	869.94	870.01	870.00
908.409	13:45:06.870	21.600	21.690	32.519	0.00	0.26	88.60	87.96	87.12	88.85	83.43	90.53	21.20	21.19	21.15	21.08	nan	nan	22.720	21.615	21.720	19.0	19.0	869.79	870.01	870.00
908.509	13:45:06.970	21.600	21.690	32.519	0.00	0.27	88.60	87.96	87.12	88.85	83.43	90.53	21.20	21.19	21.15	21.08	nan	nan	22.720	21.615	21.720	19.0	19.0	869.79	870.01	870.00
908.609	13:45:07.070	21.600	21.690	32.519	0.00	0.28	88.47	88.03	87.06	89.08	83.49	90.55	21.21	21.20	21.15	21.07	nan	nan	22.720	21.615	21.720	19.0	19.0	869.79	870.01	870.00
908.709	13:45:07.170	21.600	21.685	32.519	0.00	0.25	88.47	88.03	87.06	89.08	83.49	90.55	21.21	21.20	21.15	21.07	nan	nan	22.720	21.615	21.720	19.0	19.0	869.79	870.01	870.00
908.809	13:45:07.270	21.600	21.680	32.519	0.00	0.26	88.47	88.03	87.06	89.08	83.49	90.55	21.21	21.20	21.15	21.07	nan	nan	22.720	21.615	21.720	19.0	19.0	869.79	870.01	870.00
908.909	13:45:07.370	21.600	21.670	32.519	0.00	0.25	88.47	88.03	87.06	89.08	83.49	90.55	21.21	21.20	21.15	21.07	nan	nan	22.720	21.615	21.720	19.0	19.0	869.79	870.01	870.00
909.009	13:45:07.470	21.600	21.675	32.519	0.00	0.22	88.47	88.03	87.06	89.08	83.49	90.55	21.21	21.20	21.15	21.07	nan	nan	22.720	21.619	21.720	19.0	19.0	869.79	870.01	870.00
909.109	13:45:07.570	21.600	21.680	32.519	0.00	0.23	88.47	88.03	87.06	89.08	83.49	90.55	21.21	21.20	21.15	21.07	nan	nan	22.720	21.619	21.720	19.0	19.0	869.79	870.01	870.00
909.209	13:45:07.670	21.600	21.685	32.519	0.00	0.25	88.47	88.03	87.06	89.08	83.49	90.55	21.21	21.20	21.15	21.07	nan	nan	22.720	21.619	21.720	19.0	19.0	869.91	870.01	870.00
909.309	13:45:07.770	21.600	21.690	32.519	0.00	0.24	88.47	88.03	87.06	89.08	83.49	90.55	21.21	21.20	21.15	21.07	nan	nan	22.720	21.619	21.720	19.0	19.0	869.91	870.01	870.00
909.409	13:45:07.870	21.600	21.700	32.519	0.00	0.24	88.47	88.03	87.06	89.08	83.49	90.55	21.21	21.20	21.15	21.07	nan	nan	22.720	21.619	21.737	19.0	19.0	870.06	870.01	870.00
909.509	13:45:07.970	21.600	21.705	32.519	0.00	0.25	88.47	88.03	87.06	89.08	83.49	90.55	21.21	21.20	21.15	21.07	nan	nan	22.720	21.619	21.737	19.0	19.0	870.06	870.01	870.00
909.609	13:45:08.070	21.600	21.705	32.519	0.00	0.25	88.31	87.40	86.44	89.13	83.83	90.43	21.22	21.20	21.15	21.08	nan	nan	22.720	21.619	21.737	19.0	19.0	870.06	870.01	870.00
909.709	13:45:08.170	21.600	21.710	32.519	0.00	0.23	88.31	87.40	86.44	89.13	83.83	90.43	21.22	21.20	21.15	21.08	nan	nan	22.720	21.619	21.737	19.0	19.0	870.06	870.01	870.00
909.809	13:45:08.270	21.600	21.705	32.506	0.00	0.23	88.31	87.40	86.44	89.13	83.83	90.43	21.22	21.20	21.15	21.08	nan	nan	22.720	21.619	21.737	19.0	19.0	870.06	870.01	870.00
909.909	13:45:08.370	21.600	21.710	32.506	0.00	0.23	88.31	87.40	86.44	89.13	83.83	90.43	21.22	21.20	21.15	21.08	nan	nan	22.720	21.619	21.737	19.0	19.0	870.06	870.01	870.00
910.010	13:45:08.471	21.600	21.710	32.506	0.00	0.25	88.31	87.40	86.44	89.13	83.83	90.43	21.22	21.20	21.15	21.08	nan	nan	22.715	21.619	21.737	19.0	19.0	870.06	870.01	870.00
910.109	13:45:08.570	21.600	21.710	32.506	0.00	0.26	88.31	87.40	86.44	89.13	83.83	90.43	21.22	21.20	21.15	21.08	nan	nan	22.715	21.619	21.737	19.0	19.0	870.06	870.01	870.00
910.209	13:45:08.670	21.600	21.715	32.506	0.00	0.22	88.31	87.40	86.44	89.13	83.83	90.43	21.22	21.20	21.15	21.08	nan	nan	22.715	21.619	21.737	19.0	19.0	870.06	869.95	870.00
910.309	13:45:08.770	21.600	21.710	32.506	0.00	0.24	88.31	87.40	86.44	89.13	83.83	90.43	21.22	21.20	21.15	21.08	nan	nan	22.715	21.619	21.737	19.0	19.0	870.06	869.95	870.00
910.409	13:45:08.870	21.600	21.710	32.506	0.00	0.22	88.31	87.40	86.44	89.13	83.83	90.43	21.22	21.20	21.15	21.08	nan	nan	22.715	21.619	21.737	19.0	19.0	870.06	869.95	870.00
910.509	13:45:08.970	21.600	21.710	32.506	0.00	0.21	88.31	87.40	86.44	89.13	83.83	90.43	21.22	21.20	21.15	21.08	nan	nan	22.715	21.619	21.737	19.0	19.0	870.06	869.95	870.00
910.609	13:45:09.070	21.600	21.705	32.506	0.00	0.21	88.74	87.14	86.32	88.95	83.89	90.53	21.20	21.19	21.15	21.08	nan	nan	22.715	21.619	21.737	19.0	19.0	870.06	869.95	870.00
910.709	13:45:09.170	21.600	21.705	32.506	0.00	0.20	88.74	87.14	86.32	88.95	83.89	90.53	21.20	21.19	21.15	21.08	nan	nan	22.715	21.619	21.737	19.0	19.0	870.06	869.95	870.00
910.809	13:45:09.270	21.600	21.695	32.500	0.00	0.20	88.74	87.14	86.32	88.95	83.89	90.53	21.20	21.19	21.15	21.08	nan	nan	22.715	21.619	21.737	19.0	19.0	870.06	869.95	870.00
910.909	13:45:09.370	21.600	21.705	32.500	0.00	0.21	88.74	87.14	86.32	88.95	83.89	90.53	21.20	21.19	21.15	21.08	nan	nan	22.715	21.619	21.737	19.0	19.0	870.06	869.95	870.00
911.009	13:45:09.470	21.600	21.705	32.500	0.00	0.23	88.74	87.14	86.32	88.95	83.89	90.53	21.20	21.19	21.15	21.08	nan	nan	22.715	21.622	21.737	19.0	19.0	870.06	869.95	870.00
911.109	13:45:09.570	21.600	21.710	32.500	0.00	0.23	88.74	87.14	86.32	88.95	83.89	90.53	21.20	21.19	21.15	21.08	nan	nan	22.715	21.622	21.737	19.0	19.0	870.06	869.95	870.00
911.209	13:45:09.670	21.600	21.710	32.500	0.00	0.21	88.74	87.14	86.32	88.95	83.89	90.53	21.20	21.19	21.15	21.08	nan	nan	22.715	21.622	21.737	19.0	19.0	870.06	870.01	870.00
911.309	13:45:09.770	21.600	21.715	32.500	0.00	0.21	88.74	87.14	86.32	88.95	83.89	90.53	21.20	21.19	21.15	21.08	nan	nan	22.715	21.622	21.737	19.0	19.0	870.06	870.01	870.00
911.409	13:45:09.870	21.600	21.715	32.500	0.00	0.21	88.74	87.14	86.32	88.95	83.89	90.53	21.20	21.19	21.15	21.08	nan	nan	22.715	21.622	21.727	19.0	19.0	870.06	870.01	870.00
911.509	13:45:09.970	21.600	21.715	32.500	0.00	0.19	88.74	87.14	86.32	88.95	83.89	90.53	21.20	21.19	21.15	21.08	nan	nan	22.715	21.622	21.727	19.0	19.0	870.06	870.01	870.00
911.609	13:45:10.070	21.600	21.715	32.500	0.00	0.21	89.20	87.73	86.04	88.75	83.56	90.73	21.21	21.20	21.14	21.08	nan	nan	22.715	21.622	21.727	19.0	19.0	870.06	870.01	870.00
911.709	13:45:10.170	21.600	21.710	32.500	0.00	0.24	89.20	87.73	86.04	88.75	83.56	90.73	21.21	21.20	21.14	21.08	nan	nan	22.715	21.622	21.727	19.0	19.0	870.06	870.01	870.00
911.809	13:45:10.270	21.600	21.710	32.494	0.00	0.23	89.20	87.73	86.04	88.75	83.56	90.73	21.21	21.20	21.14	21.08	nan	nan	22.715	21.622	21.727	19.0	19.0	870.06	870.01	870.00
911.909	13:45:10.370	21.600	21.715	32.494	0.00	0.23	89.20	87.73	86.04	88.75	83.56	90.73	21.21	21.20	21.14	21.08	nan	nan	22.715	21.622	21.727	19.0	19.0	870.06	870.01	870.00
912.009	13:45:10.470	21.600	21.720	32.494	0.00	0.25	89.20	87.73	86.04	88.75	83.56	90.73	21.21	21.20	21.14	21.08	nan	nan	22.715	21.622	21.727	19.0	19.0	870.06	870.01	870.00
912.109	13:45:10.570	21.600	21.715	32.494	0.00	0.28	89.20	87.73	86.04	88.75	83.56	90.73	21.21	21.20	21.14	21.08	nan	nan	22.725	21.622	21.727	19.0	19.0	870.06	870.01	870.00
912.209	13:45:10.670	21.600	21.710	32.494	0.00	0.27	89.20	87.73	86.04	88.75	83.56	90.73	21.21	21.20	21.14	21.08	nan	nan	22.725	21.622	21.727	19.0	19.0	870.00	870.01	870.00
912.309	13:45:10.770	21.600	21.710	32.494	0.00	0.29	89.20	87.73	86.04	88.75	83.56	90.73	21.21	21.20	21.14	21.08	nan	nan	22.725	21.622	21.727	19.0	19.0	870.00	870.01	870.00
912.409	13:45:10.870	21.600	21.715	32.494	0.00	0.33	89.20	87.73	86.04	88.75	83.56	90.73	21.21	21.20	21.14	21.08	nan	nan	22.725	21.622	21.727	19.0	19.0	869.85	870.01	870.00
912.509	13:45:10.970	21.600	21.705	32.494	0.00	0.33	89.20	87.73	86.04	88.75	83.56	90.73	21.21	21.20	21.14	21.08	nan	nan	22.725	21.622	21.727	19.0	19.0	869.85	870.01	870.00
912.610	13:45:11.071	21.600	21.710	32.494	0.00	0.32	89.49	87.97	85.89	88.57	83.66	90.94	21.21	21.19	21.14	21.08	nan	nan	22.725	21.622	21.727	19.0	19.0	869.85	870.01	870.00
912.709	13:45:11.170	21.600	21.715	32.494	0.00	0.29	89.49	87.97	85.89	88.57	83.66	90.94	21.21	21.19	21.14	21.08	nan	nan	22.725	21.622	21.727	19.0	19.0	869.85	870.01	870.00
912.809	13:45:11.270	21.600	21.710	32.488	0.00	0.31	89.49	87.97	85.89	88.57	83.66	90.94	21.21	21.19	21.14	21.08	nan	nan	22.725	21.622	21.727	19.0	19.0	869.85	870.01	870.00
912.909	13:45:11.370	21.600	21.715	32.488	0.00	0.32	89.49	87.97	85.89	88.57	83.66	90.94	21.21	21.19	21.14	21.08	nan	nan	22.725	21.622	21.727	19.0	19.0	869.85	870.01	870.00
913.011	13:45:11.472	21.600	21.710	32.488	0.00	0.28	89.49	87.97	85.89	88.57	83.66	90.94	21.21	21.19	21.14	21.08	nan	nan	22.725	21.617	21.727	19.0	19.0	869.85	870.01	870.00
913.109	13:45:11.570	21.600	21.720	32.488	0.00	0.30	89.49	87.97	85.89	88.57	83.66	90.94	21.21	21.19	21.14	21.08	nan	nan	22.725	21.617	21.727	19.0	19.0	869.85	870.01	870.00
913.209	13:45:11.670	21.600	21.710	32.488	0.00	0.26	89.49	87.97	85.89	88.57	83.66	90.94	21.21	21.19	21.14	21.08	nan	nan	22.725	21.617	21.727	19.0	19.0	869.85	870.01	870.00
913.309	13:45:11.770	21.600	21.710	32.488	0.00	0.24	89.49	87.97	85.89	88.57	83.66	90.94	21.21	21.19	21.14	21.08	nan	nan	22.725	21.617	21.727	19.0	19.0	869.85	870.01	870.00
913.409	13:45:11.870	21.600	21.715	32.488	0.00	0.25	89.49	87.97	85.89	88.57	83.66	90.94	21.21	21.19	21.14	21.08	nan	nan	22.725	21.617	21.732	19.0	19.0	870.00	870.01	870.00
913.509	13:45:11.970	21.600	21.705	32.488	0.00	0.23	89.49	87.97	85.89	88.57	83.66	90.94	21.21	21.19	21.14	21.08	nan	nan	22.725	21.617	21.732	19.0	19.0	870.00	870.01	870.00
913.609	13:45:12.070	21.600	21.695	32.488	0.00	0.20	89.43	87.93	86.00	88.65	83.89	90.75	21.20	21.19	21.15	21.07	nan	nan	22.725	21.617	21.732	19.0	19.0	870.00	870.01	870.00
